Event.Date,Shape,Location,State,Country,Source
6/18/16,Boomerang/V-Shaped ,South Barrington ,IL ,USA ,NUFORC
6/17/16,Boomerang/V-Shaped ,Kuna ,ID ,USA ,NUFORC
5/30/16,Boomerang/V-Shaped ,Lake Stevens ,WA ,USA ,NUFORC
5/27/16,Boomerang/V-Shaped ,Gerber ,CA ,USA ,NUFORC
5/24/16,Boomerang/V-Shaped ,Camdenton ,MO ,USA ,NUFORC
5/21/16,Boomerang/V-Shaped ,Ft. Lauderdale ,FL ,USA ,NUFORC
4/26/16,Boomerang/V-Shaped ,St. George ,UT ,USA ,NUFORC
4/14/16,Boomerang/V-Shaped ,White Plains ,MD ,USA ,NUFORC
4/2/16,Boomerang/V-Shaped ,Nampa ,ID ,USA ,NUFORC
4/1/16,Boomerang/V-Shaped ,St. Charles ,MO ,USA ,NUFORC
3/15/16,Boomerang/V-Shaped ,"Washington, D.C. ",DC ,USA ,NUFORC
3/15/16,Boomerang/V-Shaped ,Phoenix ,AZ ,USA ,NUFORC
3/12/16,Boomerang/V-Shaped ,St. Paul ,MN ,USA ,NUFORC
3/5/16,Boomerang/V-Shaped ,"Gage (I-10, Exit 67) ",NM ,USA ,NUFORC
3/3/16,Boomerang/V-Shaped ,Pine Bush ,NY ,USA ,NUFORC
2/29/16,Boomerang/V-Shaped ,Edwards ,CA ,USA ,NUFORC
2/28/16,Boomerang/V-Shaped ,Suffern ,NY ,USA ,NUFORC
2/28/16,Boomerang/V-Shaped ,Westminster ,CO ,USA ,NUFORC
2/27/16,Boomerang/V-Shaped ,Faribault ,MN ,USA ,NUFORC
2/27/16,Boomerang/V-Shaped ,Sioux City ,IA ,USA ,NUFORC
2/10/16,Boomerang/V-Shaped ,Watchung ,NJ ,USA ,NUFORC
2/7/16,Boomerang/V-Shaped ,Dewey ,AZ ,USA ,NUFORC
1/29/16,Boomerang/V-Shaped ,Lafayette ,LA ,USA ,NUFORC
1/16/16,Boomerang/V-Shaped ,Bend ,OR ,USA ,NUFORC
1/13/16,Boomerang/V-Shaped ,Maumelle ,AR ,USA ,NUFORC
1/6/16,Boomerang/V-Shaped ,Arlington/Marysville ,WA ,USA ,NUFORC
1/5/16,Boomerang/V-Shaped ,Windsor Heights ,IA ,USA ,NUFORC
11/22/15,Boomerang/V-Shaped ,Salem ,OH ,USA ,MUFON
7/4/15,Boomerang/V-Shaped ,Inman ,SC ,USA ,NUFORC
3/17/15,Boomerang/V-Shaped ,Grayslake ,IL ,USA ,NUFORC
1/7/12,Boomerang/V-Shaped ,Waianae ,HI ,USA ,MUFON
3/13/97,Boomerang/V-Shaped ,Peoria ,AZ ,USA ,NUFORC
3/13/97,Boomerang/V-Shaped ,Tucson ,AZ ,USA ,NUFORC
6/30/94,Boomerang/V-Shaped ,Prestonsburg ,KY ,USA ,NUFORC
6/15/16,Boomerang/V-Shaped ,Ingersoll ,ON ,Canada ,NUFORC
5/1/16,Boomerang/V-Shaped ,Gimli (Canada) ,MB ,Canada ,NUFORC
1/27/16,Boomerang/V-Shaped ,Mumbai ,,India ,NUFORC
10/10/14,Boomerang/V-Shaped ,Asker ,,Norway ,NUFORC
7/19/16,Cigar/Cylinder ,Phoenix ,AZ ,USA ,NUFORC
7/18/16,Cigar/Cylinder ,Mytle Beach ,SC ,USA ,NUFORC
7/18/16,Cigar/Cylinder ,Ash ,NC ,USA ,NUFORC
7/17/16,Cigar/Cylinder ,Huntingdon ,PA ,USA ,NUFORC
7/15/16,Cigar/Cylinder ,Tulare ,CA ,USA ,NUFORC
7/14/16,Cigar/Cylinder ,Burlington ,NJ ,USA ,NUFORC
7/9/16,Cigar/Cylinder ,Wilmington ,OH ,USA ,NUFORC
7/9/16,Cigar/Cylinder ,Oldsmar ,FL ,USA ,NUFORC
7/9/16,Cigar/Cylinder ,Saint Augustine ,FL ,USA ,NUFORC
7/4/16,Cigar/Cylinder ,Fort Wayne ,IN ,USA ,NUFORC
7/4/16,Cigar/Cylinder ,Fort Wayne ,IN ,USA ,NUFORC
7/4/16,Cigar/Cylinder ,Pueblo ,CO ,USA ,NUFORC
7/4/16,Cigar/Cylinder ,Joliet ,IL ,USA ,NUFORC
7/4/16,Cigar/Cylinder ,Lena ,MS ,USA ,NUFORC
7/4/16,Cigar/Cylinder ,Orlando ,FL ,USA ,NUFORC
6/30/16,Cigar/Cylinder ,Belleville ,NY ,USA ,NUFORC
6/30/16,Cigar/Cylinder ,Shavertown ,PA ,USA ,NUFORC
6/29/16,Cigar/Cylinder ,Bainbridge Island ,WA ,USA ,NUFORC
6/29/16,Cigar/Cylinder ,Dudley ,MA ,USA ,NUFORC
6/27/16,Cigar/Cylinder ,Bow ,WA ,USA ,NUFORC
6/26/16,Cigar/Cylinder ,Aldie ,VA ,USA ,NUFORC
6/25/16,Cigar/Cylinder ,Cranston ,RI ,USA ,NUFORC
6/25/16,Cigar/Cylinder ,Yerington ,NV ,USA ,NUFORC
6/24/16,Cigar/Cylinder ,Novelty ,OH ,USA ,NUFORC
6/24/16,Cigar/Cylinder ,Portland ,ME ,USA ,NUFORC
6/23/16,Cigar/Cylinder ,Minneapolis ,MN ,USA ,NUFORC
6/22/16,Cigar/Cylinder ,Webster ,MA ,USA ,NUFORC
6/19/16,Cigar/Cylinder ,Green Valley ,AZ ,USA ,NUFORC
6/17/16,Cigar/Cylinder ,Bridgewater ,NJ ,USA ,NUFORC
6/14/16,Cigar/Cylinder ,Richmond ,KY ,USA ,NUFORC
6/11/16,Cigar/Cylinder ,Lafayette ,LA ,USA ,NUFORC
6/9/16,Cigar/Cylinder ,Little River ,SC ,USA ,NUFORC
6/6/16,Cigar/Cylinder ,Gold Bar ,WA ,USA ,NUFORC
6/6/16,Cigar/Cylinder ,Cedarcreek ,MO ,USA ,NUFORC
6/3/16,Cigar/Cylinder ,Wittmann ,AZ ,USA ,NUFORC
5/26/16,Cigar/Cylinder ,San Francisco ,CA ,USA ,NUFORC
5/25/16,Cigar/Cylinder ,Boise ,ID ,USA ,NUFORC
5/25/16,Cigar/Cylinder ,Moriarty ,NM ,USA ,NUFORC
5/24/16,Cigar/Cylinder ,Geneva ,OH ,USA ,NUFORC
5/24/16,Cigar/Cylinder ,Carlsbad ,CA ,USA ,NUFORC
5/15/16,Cigar/Cylinder ,LaGrange ,GA ,USA ,NUFORC
5/15/16,Cigar/Cylinder ,Decatur ,AL ,USA ,NUFORC
5/11/16,Cigar/Cylinder ,Gulf of Mexico ,FL ,USA ,NUFORC
5/10/16,Cigar/Cylinder ,West Palm Beach ,FL ,USA ,NUFORC
5/5/16,Cigar/Cylinder ,Shelbyville ,IL ,USA ,NUFORC
5/3/16,Cigar/Cylinder ,Stone Mountain ,GA ,USA ,NUFORC
5/3/16,Cigar/Cylinder ,Tooele ,UT ,USA ,NUFORC
5/1/16,Cigar/Cylinder ,Ponte Vedra Beach ,FL ,USA ,NUFORC
4/23/16,Cigar/Cylinder ,Austin ,TX ,USA ,NUFORC
4/21/16,Cigar/Cylinder ,Albany ,NY ,USA ,NUFORC
4/20/16,Cigar/Cylinder ,Richfield ,WI ,USA ,NUFORC
4/17/16,Cigar/Cylinder ,E. Parsonsfield ,ME ,USA ,NUFORC
4/16/16,Cigar/Cylinder ,Reading ,PA ,USA ,NUFORC
4/16/16,Cigar/Cylinder ,Pataskala ,OH ,USA ,NUFORC
4/12/16,Cigar/Cylinder ,Nelson ,AZ ,USA ,NUFORC
4/11/16,Cigar/Cylinder ,Layton ,UT ,USA ,NUFORC
4/9/16,Cigar/Cylinder ,Ogden ,UT ,USA ,NUFORC
4/8/16,Cigar/Cylinder ,Red Cross ,NC ,USA ,NUFORC
4/6/16,Cigar/Cylinder ,Warren ,NJ ,USA ,NUFORC
3/31/16,Cigar/Cylinder ,San Diego ,CA ,USA ,NUFORC
3/28/16,Cigar/Cylinder ,North Myrtle Beach ,SC ,USA ,NUFORC
3/27/16,Cigar/Cylinder ,Epping ,NH ,USA ,NUFORC
3/20/16,Cigar/Cylinder ,Denver ,CO ,USA ,NUFORC
3/16/16,Cigar/Cylinder ,Mount Shasta ,CA ,USA ,NUFORC
3/14/16,Cigar/Cylinder ,Orlando ,FL ,USA ,NUFORC
3/10/16,Cigar/Cylinder ,Port Saint Lucie ,FL ,USA ,NUFORC
3/9/16,Cigar/Cylinder ,Jacksonville Beach ,FL ,USA ,NUFORC
3/2/16,Cigar/Cylinder ,Lexington ,KY ,USA ,NUFORC
3/2/16,Cigar/Cylinder ,Clarkdale ,AZ ,USA ,NUFORC
3/2/16,Cigar/Cylinder ,Oakwood ,GA ,USA ,NUFORC
3/2/16,Cigar/Cylinder ,Delray Beach ,FL ,USA ,NUFORC
3/1/16,Cigar/Cylinder ,Stover ,MO ,USA ,NUFORC
3/1/16,Cigar/Cylinder ,Battle Lake ,MN ,USA ,NUFORC
2/29/16,Cigar/Cylinder ,San Antonio ,TX ,USA ,NUFORC
2/29/16,Cigar/Cylinder ,Ridgecrest ,CA ,USA ,NUFORC
2/28/16,Cigar/Cylinder ,Pray/Livingston (between) ,MT ,USA ,NUFORC
2/28/16,Cigar/Cylinder ,Goose Creek ,SC ,USA ,NUFORC
2/27/16,Cigar/Cylinder ,Delray Beach ,FL ,USA ,NUFORC
2/26/16,Cigar/Cylinder ,Gainesville ,MO ,USA ,NUFORC
2/23/16,Cigar/Cylinder ,Auburn ,WA ,USA ,NUFORC
2/23/16,Cigar/Cylinder ,Leander ,TX ,USA ,NUFORC
2/20/16,Cigar/Cylinder ,Colerain Township ,OH ,USA ,NUFORC
2/14/16,Cigar/Cylinder ,Naples ,FL ,USA ,NUFORC
2/13/16,Cigar/Cylinder ,Staten Island ,NY ,USA ,NUFORC
2/11/16,Cigar/Cylinder ,Lompoc ,CA ,USA ,NUFORC
2/9/16,Cigar/Cylinder ,Boise ,ID ,USA ,NUFORC
2/8/16,Cigar/Cylinder ,Eagle River ,AK ,USA ,NUFORC
2/4/16,Cigar/Cylinder ,Goodyear ,AZ ,USA ,NUFORC
1/23/16,Cigar/Cylinder ,Pasadena ,CA ,USA ,NUFORC
1/22/16,Cigar/Cylinder ,Antinito ,CO ,USA ,NUFORC
1/21/16,Cigar/Cylinder ,Maywood ,CA ,USA ,NUFORC
1/16/16,Cigar/Cylinder ,Mill Spring ,NC ,USA ,NUFORC
1/14/16,Cigar/Cylinder ,Dayton ,TN ,USA ,NUFORC
1/13/16,Cigar/Cylinder ,Seattle ,WA ,USA ,NUFORC
1/12/16,Cigar/Cylinder ,Elk Grove Village ,IL ,USA ,NUFORC
1/12/16,Cigar/Cylinder ,Houston ,MO ,USA ,NUFORC
1/12/16,Cigar/Cylinder ,Joplin ,MO ,USA ,NUFORC
1/7/16,Cigar/Cylinder ,Odessa ,TX ,USA ,NUFORC
1/7/16,Cigar/Cylinder ,Clanton ,AL ,USA ,NUFORC
1/6/16,Cigar/Cylinder ,Auburn ,WA ,USA ,NUFORC
12/30/15,Cigar/Cylinder ,Orient ,OR ,USA ,NUFORC
12/29/15,Cigar/Cylinder ,Maryville ,TN ,USA ,NUFORC
12/27/15,Cigar/Cylinder ,Gill ,CO ,USA ,NUFORC
12/27/15,Cigar/Cylinder ,Baton Rouge ,LA ,USA ,NUFORC
12/26/15,Cigar/Cylinder ,DeLuz/Temecula ,CA ,USA ,NUFORC
12/25/15,Cigar/Cylinder ,Londonderry ,NH ,USA ,NUFORC
12/24/15,Cigar/Cylinder ,Angola ,NY ,USA ,NUFORC
12/22/15,Cigar/Cylinder ,Sky Valley ,CA ,USA ,NUFORC
12/22/15,Cigar/Cylinder ,Desert Hot Springs ,CA ,USA ,NUFORC
12/22/15,Cigar/Cylinder ,Las Vegas ,NV ,USA ,NUFORC
12/20/15,Cigar/Cylinder ,Angola ,NY ,USA ,NUFORC
12/17/15,Cigar/Cylinder ,Victoria ,TX ,USA ,NUFORC
12/17/15,Cigar/Cylinder ,Port Isabel ,TX ,USA ,NUFORC
12/16/15,Cigar/Cylinder ,St. Paul ,MN ,USA ,NUFORC
12/5/15,Cigar/Cylinder ,Jamison ,PA ,USA ,NUFORC
11/7/15,Cigar/Cylinder ,East Irondequoit ,NY ,USA ,NUFORC
10/31/15,Cigar/Cylinder ,Fridley ,MN ,USA ,NUFORC
1/3/15,Cigar/Cylinder ,Hollywood ,FL ,USA ,MUFON
11/17/14,Cigar/Cylinder ,Suffolk ,VA ,USA ,NUFORC
6/26/10,Cigar/Cylinder ,Alford ,FL ,USA ,NUFORC
2/8/10,Cigar/Cylinder ,Hancock ,ME ,USA ,NUFORC
12/1/07,Cigar/Cylinder ,Scipio ,IN ,USA ,NUFORC
10/5/02,Cigar/Cylinder ,Arizona?? ,AZ ,USA ,NUFORC
11/20/01,Cigar/Cylinder ,Shiner ,TX ,USA ,NUFORC
7/15/00,Cigar/Cylinder ,Sayreville (near) ,NJ ,USA ,NUFORC
9/30/92,Cigar/Cylinder ,Columbia ,SC ,USA ,NUFORC
6/20/86,Cigar/Cylinder ,Meridian ,MS ,USA ,NUFORC
8/15/84,Cigar/Cylinder ,Logan ,UT ,USA ,NUFORC
2/10/73,Cigar/Cylinder ,Moundville ,AL ,USA ,NUFORC
10/14/68,Cigar/Cylinder ,Buffalo ,NY ,USA ,NUFORC
6/1/68,Cigar/Cylinder ,Vandenberg AFB ,CA ,USA ,NUFORC
9/15/66,Cigar/Cylinder ,Minot AFB ,ND ,USA ,NUFORC
9/1/57,Cigar/Cylinder ,Beaver Co. {Western Pennsylvania; Rte. 288) ,PA ,USA ,NUFORC
6/24/16,Cigar/Cylinder ,Marieville ,QC ,Canada ,NUFORC
5/30/16,Cigar/Cylinder ,Brockville ,ON ,Canada ,NUFORC
5/16/16,Cigar/Cylinder ,Tenby ,,Wales/UK ,NUFORC
7/8/07,Cigar/Cylinder ,Beijing ,,China ,NUFORC
6/3/07,Cigar/Cylinder ,Sarnia ,ON ,Canada ,NUFORC
7/22/16,Circle ,Bangor ,ME ,USA ,NUFORC
7/19/16,Circle ,Chunchula ,AL ,USA ,NUFORC
7/19/16,Circle ,Lincoln City ,OR ,USA ,NUFORC
7/18/16,Circle ,Gunnison ,CO ,USA ,NUFORC
7/17/16,Circle ,Fairfield ,ME ,USA ,NUFORC
7/17/16,Circle ,New York City (Bronx) ,NY ,USA ,NUFORC
7/17/16,Circle ,Milan ,NH ,USA ,NUFORC
7/17/16,Circle ,Firth ,ID ,USA ,NUFORC
7/17/16,Circle ,Fairfield ,ME ,USA ,NUFORC
7/17/16,Circle ,Severn ,MD ,USA ,NUFORC
7/16/16,Circle ,Virginia Beach ,VA ,USA ,NUFORC
7/15/16,Circle ,Oakland ,NJ ,USA ,NUFORC
7/14/16,Circle ,Petersburg ,VA ,USA ,NUFORC
7/11/16,Circle ,Coloma ,MI ,USA ,NUFORC
7/11/16,Circle ,Greenville ,SC ,USA ,NUFORC
7/10/16,Circle ,West Gardiner ,ME ,USA ,NUFORC
7/10/16,Circle ,Owings Mills ,MD ,USA ,NUFORC
7/10/16,Circle ,Greenwich ,CT ,USA ,NUFORC
7/10/16,Circle ,Galion ,OH ,USA ,NUFORC
7/9/16,Circle ,Clemmons ,NC ,USA ,NUFORC
7/9/16,Circle ,Lakeside ,CA ,USA ,NUFORC
7/9/16,Circle ,Vancouver ,WA ,USA ,NUFORC
7/8/16,Circle ,Lathrop ,MO ,USA ,NUFORC
7/8/16,Circle ,Plainfield ,IL ,USA ,NUFORC
7/8/16,Circle ,Hicksville ,NY ,USA ,NUFORC
7/8/16,Circle ,Shoreview ,MN ,USA ,NUFORC
7/8/16,Circle ,Jasper I ,IN ,USA ,NUFORC
7/8/16,Circle ,Oscoda ,MI ,USA ,NUFORC
7/7/16,Circle ,Laguna Hills ,CA ,USA ,NUFORC
7/7/16,Circle ,Zachary ,LA ,USA ,NUFORC
7/6/16,Circle ,Lincoln and Roseville ,CA ,USA ,NUFORC
7/4/16,Circle ,Holland ,MI ,USA ,NUFORC
7/4/16,Circle ,Yachats ,OR ,USA ,NUFORC
7/4/16,Circle ,Buckley ,WA ,USA ,NUFORC
7/4/16,Circle ,Roswell ,GA ,USA ,NUFORC
7/4/16,Circle ,Oswego ,IL ,USA ,NUFORC
7/4/16,Circle ,Parker ,CO ,USA ,NUFORC
7/4/16,Circle ,Spring Hill ,FL ,USA ,NUFORC
7/4/16,Circle ,Sebring ,FL ,USA ,NUFORC
7/4/16,Circle ,Spring Hill ,FL ,USA ,NUFORC
7/4/16,Circle ,Spring Hill ,FL ,USA ,NUFORC
7/4/16,Circle ,Brookfield ,WI ,USA ,NUFORC
7/4/16,Circle ,Elk Grove ,CA ,USA ,NUFORC
7/4/16,Circle ,El Mirage ,AZ ,USA ,NUFORC
7/4/16,Circle ,Davenport ,FL ,USA ,NUFORC
7/4/16,Circle ,Dothan ,AL ,USA ,NUFORC
7/4/16,Circle ,Channel Islands Point Magu ,CA ,USA ,NUFORC
7/4/16,Circle ,Fort Collins ,CO ,USA ,NUFORC
7/4/16,Circle ,Union ,MO ,USA ,NUFORC
7/3/16,Circle ,Palm Harbor ,FL ,USA ,NUFORC
7/3/16,Circle ,Jacksonville ,FL ,USA ,NUFORC
7/3/16,Circle ,Bath ,PA ,USA ,NUFORC
7/3/16,Circle ,Wakefield ,MA ,USA ,NUFORC
7/3/16,Circle ,Millbury ,MA ,USA ,NUFORC
7/3/16,Circle ,Madison ,WI ,USA ,NUFORC
7/2/16,Circle ,Warwick ,RI ,USA ,NUFORC
7/2/16,Circle ,Wolcott ,CT ,USA ,NUFORC
7/2/16,Circle ,Lisman ,AL ,USA ,NUFORC
7/1/16,Circle ,placitas ,NM ,USA ,NUFORC
7/1/16,Circle ,Fayetteville ,NC ,USA ,NUFORC
7/1/16,Circle ,Muskego ,WI ,USA ,NUFORC
6/30/16,Circle ,Kihei ,HI ,USA ,NUFORC
6/30/16,Circle ,Pacifica ,CA ,USA ,NUFORC
6/30/16,Circle ,Pacifica ,CA ,USA ,NUFORC
6/29/16,Circle ,Akron ,OH ,USA ,NUFORC
6/29/16,Circle ,Toledo ,OH ,USA ,NUFORC
6/29/16,Circle ,New Bedford ,MA ,USA ,NUFORC
6/28/16,Circle ,Corvallis ,MT ,USA ,NUFORC
6/27/16,Circle ,Myrtle Beach ,SC ,USA ,NUFORC
6/26/16,Circle ,Columbus ,GA ,USA ,NUFORC
6/26/16,Circle ,Carrollton ,GA ,USA ,NUFORC
6/26/16,Circle ,Port Townsend ,WA ,USA ,NUFORC
6/26/16,Circle ,Brigantine ,NJ ,USA ,NUFORC
6/25/16,Circle ,Orland Park ,IL ,USA ,NUFORC
6/25/16,Circle ,Charlotte ,NC ,USA ,NUFORC
6/25/16,Circle ,Hanson ,MA ,USA ,NUFORC
6/25/16,Circle ,Salt Lake City ,UT ,USA ,NUFORC
6/25/16,Circle ,Hollidaysburg ,PA ,USA ,NUFORC
6/24/16,Circle ,Montana City ,MT ,USA ,NUFORC
6/23/16,Circle ,Throop ,PA ,USA ,NUFORC
6/22/16,Circle ,Brookline Station ,MO ,USA ,NUFORC
6/21/16,Circle ,Panama City ,FL ,USA ,NUFORC
6/20/16,Circle ,Bogie Sound (Emerald Isle Bridge) ,NC ,USA ,NUFORC
6/20/16,Circle ,San Ramon ,CA ,USA ,NUFORC
6/20/16,Circle ,Endicott ,NY ,USA ,NUFORC
6/19/16,Circle ,Silver Spring ,MD ,USA ,NUFORC
6/19/16,Circle ,Atlanta ,GA ,USA ,NUFORC
6/18/16,Circle ,New York City ,NY ,USA ,NUFORC
6/18/16,Circle ,Monaca ,PA ,USA ,NUFORC
6/18/16,Circle ,Chicago ,IL ,USA ,NUFORC
6/18/16,Circle ,East Northport ,NY ,USA ,NUFORC
6/18/16,Circle ,Farmingdale ,NY ,USA ,NUFORC
6/18/16,Circle ,Gold Beach ,OR ,USA ,NUFORC
6/17/16,Circle ,Pawleys Island ,SC ,USA ,NUFORC
6/17/16,Circle ,West Babylon ,NY ,USA ,NUFORC
6/17/16,Circle ,West Babylon ,NY ,USA ,NUFORC
6/17/16,Circle ,New Orleans ,LA ,USA ,NUFORC
6/17/16,Circle ,Gaffney ,SC ,USA ,NUFORC
6/16/16,Circle ,Bristol tn and bristol va ,TN ,USA ,NUFORC
6/16/16,Circle ,Cornelia ,GA ,USA ,NUFORC
6/15/16,Circle ,Hebe/Klingerstown ,PA ,USA ,NUFORC
6/15/16,Circle ,Mount Vernon ,OH ,USA ,NUFORC
6/14/16,Circle ,Park Rapids ,MN ,USA ,NUFORC
6/13/16,Circle ,Phoenix ,AZ ,USA ,NUFORC
6/13/16,Circle ,Phoenix ,AZ ,USA ,NUFORC
6/12/16,Circle ,Indianapolis ,IN ,USA ,NUFORC
6/11/16,Circle ,Indian Rock Beach ,FL ,USA ,NUFORC
6/11/16,Circle ,Winter Park ,FL ,USA ,NUFORC
6/11/16,Circle ,Madison ,WI ,USA ,NUFORC
6/7/16,Circle ,Butler ,WI ,USA ,NUFORC
6/7/16,Circle ,North Myrtle Beach ,SC ,USA ,NUFORC
6/6/16,Circle ,Naperville ,IL ,USA ,NUFORC
6/6/16,Circle ,Longmeadow ,MA ,USA ,NUFORC
6/6/16,Circle ,Quaker Hill ,CT ,USA ,NUFORC
6/5/16,Circle ,Louisville ,CO ,USA ,NUFORC
6/5/16,Circle ,Central Square ,NY ,USA ,NUFORC
6/5/16,Circle ,Middletown ,IL ,USA ,NUFORC
6/4/16,Circle ,Andover ,KS ,USA ,NUFORC
6/4/16,Circle ,Murrells Inlet ,SC ,USA ,NUFORC
6/4/16,Circle ,North Hardeeville ,SC ,USA ,NUFORC
6/4/16,Circle ,Fair Oaks ,CA ,USA ,NUFORC
6/3/16,Circle ,Portland ,OR ,USA ,NUFORC
6/3/16,Circle ,Tacoma ,WA ,USA ,NUFORC
6/2/16,Circle ,Tucson ,AZ ,USA ,NUFORC
5/30/16,Circle ,Tampa ,FL ,USA ,NUFORC
5/30/16,Circle ,Blue Island ,IL ,USA ,NUFORC
5/30/16,Circle ,Troy ,ME ,USA ,NUFORC
5/29/16,Circle ,Missoula ,MT ,USA ,NUFORC
5/29/16,Circle ,Mt. Juliet ,TN ,USA ,NUFORC
5/29/16,Circle ,Port Clinton ,OH ,USA ,NUFORC
5/28/16,Circle ,Aurora ,CO ,USA ,NUFORC
5/28/16,Circle ,Johnsonville ,NC ,USA ,NUFORC
5/28/16,Circle ,Woodville ,TX ,USA ,NUFORC
5/28/16,Circle ,Cedarburg ,WI ,USA ,NUFORC
5/28/16,Circle ,Miami (South Dade) ,FL ,USA ,NUFORC
5/28/16,Circle ,Sun City ,AZ ,USA ,NUFORC
5/27/16,Circle ,St. Petersburg ,FL ,USA ,NUFORC
5/25/16,Circle ,Albuquerque ,NM ,USA ,NUFORC
5/25/16,Circle ,Brighton ,CO ,USA ,NUFORC
5/24/16,Circle ,Emerald Isle ,NC ,USA ,NUFORC
5/23/16,Circle ,Mishawaka ,IN ,USA ,NUFORC
5/23/16,Circle ,Rapid City ,SD ,USA ,NUFORC
5/23/16,Circle ,Eads ,TN ,USA ,NUFORC
5/21/16,Circle ,Kenosha ,WI ,USA ,NUFORC
5/21/16,Circle ,Dorothy ,NJ ,USA ,NUFORC
5/21/16,Circle ,Murfreesboro ,TN ,USA ,NUFORC
5/21/16,Circle ,New York ,NY ,USA ,NUFORC
5/20/16,Circle ,New Berlin ,WI ,USA ,NUFORC
5/20/16,Circle ,New York City ,NY ,USA ,NUFORC
5/20/16,Circle ,Pittsburgh ,PA ,USA ,NUFORC
5/19/16,Circle ,Coeur d'Alene ,ID ,USA ,NUFORC
5/19/16,Circle ,Skokie ,IL ,USA ,NUFORC
5/17/16,Circle ,Galloway ,NE ,USA ,NUFORC
5/14/16,Circle ,Schaumburg ,IL ,USA ,NUFORC
5/14/16,Circle ,Lafayette ,NJ ,USA ,NUFORC
5/14/16,Circle ,Charlotte ,NC ,USA ,NUFORC
5/14/16,Circle ,Ashburn ,VA ,USA ,NUFORC
5/13/16,Circle ,Puyallup ,WA ,USA ,NUFORC
5/13/16,Circle ,Duck Key ,FL ,USA ,NUFORC
5/11/16,Circle ,Bellevue ,TN ,USA ,NUFORC
5/10/16,Circle ,Prescott ,AZ ,USA ,NUFORC
5/6/16,Circle ,Buffalo Grove ,IL ,USA ,NUFORC
5/6/16,Circle ,Cocoa ,FL ,USA ,NUFORC
5/6/16,Circle ,Round Lake ,IL ,USA ,NUFORC
5/6/16,Circle ,Janesville ,WI ,USA ,NUFORC
5/6/16,Circle ,Tamarac ,FL ,USA ,NUFORC
5/5/16,Circle ,Westminster ,CO ,USA ,NUFORC
5/5/16,Circle ,Rogersville ,TN ,USA ,NUFORC
5/5/16,Circle ,Batavia ,IA ,USA ,NUFORC
5/4/16,Circle ,Panama City Beach ,FL ,USA ,NUFORC
5/4/16,Circle ,Woodbridge ,VA ,USA ,NUFORC
5/3/16,Circle ,Stockbridge ,GA ,USA ,NUFORC
5/3/16,Circle ,Philadelphia ,PA ,USA ,NUFORC
4/30/16,Circle ,Holland ,MI ,USA ,NUFORC
4/29/16,Circle ,Saipan (Northern Marianas) ,,USA ,NUFORC
4/28/16,Circle ,Socorro ,NM ,USA ,NUFORC
4/28/16,Circle ,Oak Island ,NC ,USA ,NUFORC
4/28/16,Circle ,Camp Verde ,AZ ,USA ,NUFORC
4/27/16,Circle ,Mayville ,MI ,USA ,NUFORC
4/27/16,Circle ,Cherry Grove (MCAS) ,SC ,USA ,NUFORC
4/27/16,Circle ,Oak Island ,NC ,USA ,NUFORC
4/26/16,Circle ,Jarrell ,TX ,USA ,NUFORC
4/26/16,Circle ,Barstow ,CA ,USA ,NUFORC
4/26/16,Circle ,Oak Island ,NC ,USA ,NUFORC
4/25/16,Circle ,Barstow (I-15 Fwy) ,CA ,USA ,NUFORC
4/24/16,Circle ,Somerset ,KY ,USA ,NUFORC
4/24/16,Circle ,Passaic ,NJ ,USA ,NUFORC
4/23/16,Circle ,Maywood ,CA ,USA ,NUFORC
4/23/16,Circle ,Mount Vernon ,MO ,USA ,NUFORC
4/22/16,Circle ,Green Valley ,AZ ,USA ,NUFORC
4/22/16,Circle ,Johns Creek/Atlanta ,GA ,USA ,NUFORC
4/22/16,Circle ,San Antonio ,TX ,USA ,NUFORC
4/21/16,Circle ,Light ,AR ,USA ,NUFORC
4/21/16,Circle ,Hermantown ,MN ,USA ,NUFORC
4/20/16,Circle ,Royal Palm Beach ,FL ,USA ,NUFORC
4/19/16,Circle ,Orlando ,FL ,USA ,NUFORC
4/18/16,Circle ,Plainfield ,IL ,USA ,NUFORC
4/17/16,Circle ,Blackwood ,NJ ,USA ,NUFORC
4/16/16,Circle ,Rochelle ,IL ,USA ,NUFORC
4/16/16,Circle ,Dederick ,MO ,USA ,NUFORC
4/16/16,Circle ,Sacramento ,CA ,USA ,NUFORC
4/15/16,Circle ,Ossian ,IA ,USA ,NUFORC
4/15/16,Circle ,Lansing ,MI ,USA ,NUFORC
4/15/16,Circle ,Dartmouth ,MA ,USA ,NUFORC
4/14/16,Circle ,Warren ,MI ,USA ,NUFORC
4/14/16,Circle ,Wenatchee ,WA ,USA ,NUFORC
4/12/16,Circle ,"Washington, D.C. ",DC ,USA ,NUFORC
4/11/16,Circle ,Richlands ,NC ,USA ,NUFORC
4/10/16,Circle ,Monroe ,WA ,USA ,NUFORC
4/10/16,Circle ,Miami ,FL ,USA ,NUFORC
4/9/16,Circle ,North Charleston ,SC ,USA ,NUFORC
4/8/16,Circle ,Portland ,OR ,USA ,NUFORC
4/7/16,Circle ,Albuquerque ,NM ,USA ,NUFORC
4/6/16,Circle ,Hays ,KS ,USA ,NUFORC
4/3/16,Circle ,Post Falls ,ID ,USA ,NUFORC
4/3/16,Circle ,Cleveland ,OH ,USA ,NUFORC
